1211,"Arm-Aero","","","RMO","ARM-AERO","Armenia","N"
1212,"Air Max","","","RMX","AEROMAX","Bulgaria","N"
1213,"Air Salone","","20","RNE","AIR SALONE","Sierra Leone","Y"
1214,"Aeronem Air Cargo","","","RNM","AEROMNEM","Ecuador","N"
1215,"Air Cargo Masters","","","RNR","RUNNER","United States","N"
1216,"Armavia","","U8","RNV","ARMAVIA","Armenia","Y"
1217,"Aeroeste","","","ROE","ESTE-BOLIVIA","Bolivia","N"
1218,"Aero Gen","","","ROH","AEROGEN","Mexico","N"
1219,"Avior Airlines","","","ROI","AVIOR","Venezuela","N"
1220,"Aeroel Airways","","","ROL","AEROEL","Israel","N"
1221,"Aeromar","","BQ","ROM","BRAVO QUEBEC","Dominican Republic","N"
1222,"Aeroitalia","","","ROO","AEROITALIA","Italy","N"
1223,"Aerodan","","","ROD","AERODAN","Mexico","N"
1224,"AeroRep","","P5","RPB","AEROREPUBLICA","Colombia","Y"
1225,"Aerolineas Del Pacifico","","","RPC","AEROPACSA","Ecuador","N"
1226,"Aero Roca","","","RRC","AEROROCA","Mexico","N"
1227,"Aerotransportes Internacionales De Torreon","","","RRE","AERO TORREON","Mexico","N"
1228,"Acvila Air-Romanian Carrier","","","RRM","AIR ROMANIA","Romania","N"
1229,"Aerolineas Ejecutivas Tarascas","","","RSC","TARASCAS","Mexico","N"
1230,"Aero-Service","","BF","RSR","CONGOSERV","Republic of the Congo","Y"
1231,"Aerosur","","5L","RSU","AEROSUR","Bolivia","Y"
1232,"Aeronorte","","","RTE","LUZAVIA","Portugal","Y"
1233,"Artis","","","RTH","ARTHELICO","France","N"
1234,"Arhabaev Tourism Airlines","","","RTO","ARTOAIR","Kazakhstan","N"
1235,"Air Turquoise","","","RTQ","TURQUOISE","France","N"
1236,"Aerotucan","","","RTU","AEROTUCAN","Mexico","N"
1237,"Air Anastasia","","","RUD","ANASTASIA","Ukraine","N"
1238,"Air Rum","","","RUM","AIR RUM","Sierra Leone","N"
1239,"ACT Havayollari","","","RUN","CARGO TURK","Turkey","N"
1240,"Air VIP","","","RVP","AEROVIP","Portugal","N"
1241,"Aircompany Veteran","","","RVT","AIR-VET","Armenia","N"
1242,"Alliance Express Rwanda","","","RWB","","Rwanda","N"
1243,"Arrow Ecuador Arrowec","","","RWC","ARROWEC","Ecuador","N"
1244,"Aerogroup 98 Limited","","","RWY","TYNWALD","United Kingdom","N"
1245,"Aeroxtra","","","RXT","AERO-EXTRA","Mexico","N"
1246,"Express Air Charter","","","RXX","REX AIR","Canada","N"
1247,"Air Whitsunday","","","RWS","","Australia","N"
1248,"Aero Zambia","","","RZL","AERO ZAMBIA","Zambia","N"
1249,"Aero Zano","","","RZN","ZANO","Mexico","N"
1250,"Anoka Air Charter","","","RZZ","RED ZONE","United States","N"
1251,"Aerosaab","","","SBH","AEROSAAB","Mexico","N"
1252,"Associated Aviation","","","SCD","ASSOCIATED","Nigeria","N"
1253,"American Jet International","","","SCM","SCREAMER","United States","N"
1254,"Air Santo Domingo","","EX","SDO","AERO DOMINGO","Dominican Republic","N"
1255,"Aero Sudpacifico","","","SDP","SUDPACIFICO","Mexico","N"
1256,"Aero Servicios Ejecutivas Del Pacifico","","","SEF","SERVIPACIFICO","Mexico","N"
1257,"Aero California","","JR","SER","AEROCALIFORNIA","Mexico","N"
1258,"A-Safar Air Services","","","SFM","AIR SAFAR","Nigeria","N"
1259,"Aerosegovia","","","SGV","SEGOVIA","Nicaragua","N"
1260,"Airshare Holdings","","","SHH","AIRSHARE","United Kingdom","N"
1261,"Aerosiyusa","","","SIY","SIYUSA","Mexico","N"
1262,"Aero Silza","","","SIZ","AEROSILZA","Mexico","N"
1263,"Air San Juan","","","SJN","SAN JUAN","United States","N"
1264,"Aero-North Aviation Services","","","SKP","SKIPPER","Canada","N"
1265,"Aero Sami","","","SMI","SAMI","Mexico","N"
1266,"Avient Aviation","","Z3","SMJ","AVAVIA","Zimbabwe","Y"
1267,"Aerolineas Sol","","","SOD","ALSOL","Mexico","N"
1268,"Air Soleil","","","SOE","AIR SOLEIL","Mauritania","N"
1269,"Aero Soga","","","SOG","AEROSOGA","Guinea-Bissau","N"
1270,"Airspeed Aviation","","","SPD","SPEEDLINE","Canada","N"
1271,"Air Service","","M3","SPJ","AIR SKOPJE","North Macedonia","N"
1272,"Aeroservicios Ejecutivos Del Pacifico","","","SPO","EJECTUIV PACIFICO","Mexico","N"
1273,"Asian Aerospace Service","","","SPY","THAI SPACE","Thailand","N"
1274,"Airworld","","","SPZ","SPEED SERVICE","South Africa","N"
1275,"Alsaqer Aviation","","","SQR","ALSAQER AVIATION","Libya","N"
1276,"Air Safaris and Services","","","SRI","AIRSAFARI","New Zealand","N"
1277,"Aero Servicio Corporativo","","","SRV","SERVICORP","Mexico","N"
1278,"Air Sultan","","","SSL","SIERRA SULTAN","Sierra Leone","N"
1279,"Aero 1 Pro-Jet","","","SSM","RAPID","Canada","N"
1280,"Airquarius Air Charter","","","SSN","SUNSTREAM","South Africa","N"
1281,"Aeropac","","","STK","SAT PAK","United States","N"
1282,"Air St. Thomas","","","STT","PARADISE","United States","N"
1283,"Aerolineas Del Sureste","","","SUE","AEROSURESTE","Mexico","N"
1284,"Aerial Surveys (1980) Limited","","","SUY","SURVEY","New Zealand","N"
1285,"Air Slovakia","","GM","SVK","SLOVAKIA","Slovakia","N"
1286,"Adler Aviation","","","SWH","SHOCKWAVE","Canada","N"
1287,"Aircompany Yakutia","","R3","SYL","AIR YAKUTIA","Russia","Y"
1288,"Aerosud Aviation","","","SYT","SKYTRACK","South Africa","N"
1289,"Aeroservicios de La Costa","","","TAA","AERO COSTA","Mexico","N"
1290,"Aeromar","","VW","TAO","TRANS-AEROMAR","Mexico","Y"
1291,"Aerotrebol","","","TBL","AEROTREBOL","Mexico","N"
1292,"Aero Taxi de Los Cabos","","","TBO","AERO CABOS","Mexico","N"
1293,"Air Turks and Caicos","","JY","TCI","KERRMONT","Turks and Caicos Islands","N"
1294,"Aerotranscolombina de Carga","","","TCO","TRANSCOLOMBIA","Colombia","N"
1295,"Air Cargo Express","","","TDG","TURBO DOG","United States","N"
1296,"Atlas Helicopters","","","TDT","TRIDENT","United Kingdom","N"
1297,"Air Today","","","TDY","AIR TODAY","United States","N"
1298,"Aero Servicios Azteca","","","TED","AEROAZTECA","Mexico","N"
1299,"Arkefly","","OR","TFL","ARKEFLY","Netherlands","Y"
1300,"Antair","","","TIR","ANTAIR","Mexico","N"
1301,"Atlantique Air Assistance","","","TLB","TRIPLE-A","France","N"
1302,"Aero Taxi Autlan","","","TLD","AEREO AUTLAN","Mexico","N"
1303,"Aero Util","","","TLE","AEROUTIL","Mexico","N"
1304,"Aero Toluca Internactional","","","TLU","AEROTOLUCA","Mexico","N"
1305,"Aero Taxi del Centro de Mexico","","","TME","TAXICENTRO","Mexico","N"
1306,"Aerotropical","","","TOC","TROPICMEX","Mexico","N"
1307,"Air Tomisko","","","TOH","TOMISKO CARGO","Serbia","N"
1308,"Airlines PNG","","CG","TOK","BALUS","Papua New Guinea","Y"
1309,"Aero Tanala","","","TON","AEROTANALA","Mexico","N"
1310,"Aero Tropical","","","TPB","AERO TROPICAL","Angola","N"
1311,"Air Cal","","TY","TPC","AIRCAL","France","N"
1312,"Air Horizon","","","TPK","TCHAD-HORIZON","Chad","N"
1313,"Aero Taxi del Potosi","","","TPO","TAXI-POTOSI","Mexico","N"
1314,"Aeroturquesa","","","TQS","AEROTURQUESA","Mexico","N"
1315,"Airmark Aviation","","","TRH","TRANSTAR","United States","N"
1316,"AirTran Airways","","FL","TRS","CITRUS","United States","Y"
1317,"Air Transat","","TS","TSC","TRANSAT","Canada","Y"
1318,"airtransse","","","TSQ","AIRTRA","Japan","N"
1319,"Aerolineas Turisticas del Caribe","","","TTB","AERO TURISTICAS","Mexico","N"
1320,"Avcenter","","","TTE","TETON","United States","N"
1321,"Air Tungaru","","","TUN","TUNGARU","Kiribati","N"
1322,"Avialeasing Aviation Company","","EC","TWN","TWINARROW","Uzbekistan","Y"
1323,"Aerotaxis del Noroeste","","","TXD","TAXI OESTE","Mexico","N"
1324,"Aerotaxis Alfe","","","TXF","ALFE","Mexico","N"
1325,"Aereotaxis","","","TXI","AEREOTAXIS","Mexico","N"
1326,"Tyrolean Airways","","VO","TYR","TYROLEAN","Austria","Y"
1327,"Aero Tomza","","","TZA","AERO TOMZA","Mexico","N"
1328,"Air Zambezi","","","TZT","ZAMBEZI","Zimbabwe","N"
1329,"Afra Airlines","","","UAG","AFRALINE","Ghana","N"
1330,"Aerostar Airlines","","","UAR","AEROSTAR","Ukraine","N"
1331,"Air Division of the Eastern Kazakhstan Region","","","UCK","GALETA","Kazakhstan","N"
1332,"Aero-Charter Ukraine","","DW","UCR","CHARTER UKRAINE","Ukraine","N"
1333,"Air LA","","","UED","AIR L-A","United States","N"
1334,"Air Ukraine","","6U","UKR","AIR UKRAINE","Ukraine","N"
1335,"Air Umbria","","","UMB","AIR UMBRIA","Italy","N"
1336,"Atuneros Unidos de California","","","UND","ATUNEROS UNIDOS","Mexico","N"
1337,"Aeroclub Flaps","","","FLP","AEROCLUB FLAPS","Spain","N"
1338,"Aerolineas Galapagos (Aerogal)","","2K","GLG","AEROGAL","Ecuador","Y"
1339,"Air Castle Corporation / Global Airways","","","GLB","GLO-AIR","United States","N"
1340,"Alrosa Mirny Air Enterprise","","6R","DRU","MIRNY","Russia","Y"
1341,"Bearing Supplies Limited","","","PVO","PROVOST","United Kingdom","N"
1342,"Balkan Agro Aviation","","","BAA","BALKAN AGRO","Bulgaria","N"
1343,"Bahrain Air BSC (Closed)","","","BAB","AWAL","Bahrain","N"
1344,"BAC Leasing Limited","","","BAC","","United Kingdom","N"
1345,"BAE Systems","","","BAE","FELIX","United Kingdom","N"
1346,"Belgian Air Force","","","BAF","BELGIAN AIRFORCE","Belgium","N"
1347,"Baker Aviation","","8Q","BAJ","BAKER AVIATION","United States","N"
1348,"Blackhawk Airways","","","BAK","BLACKHAWK","United States","N"
1349,"Britannia Airways","","","BAL","BRITANNIA","United Kingdom","N"
1350,"Business Air Services","","","BAM","BUSINESS AIR","Canada","N"
1351,"British Antarctic Survey","","","BAN","PENGUIN","United Kingdom","N"
1352,"Bradly Air (Charter) Services","","","BAR","BRADLEY","Canada","N"
1353,"Bissau Airlines","","","BAU","AIR BISSAU","Guinea-Bissau","N"
1354,"Bay Aviation Ltd","","","BAV","BAY AIR","Bangladesh","N"
1355,"British Airways","","BA","BAW","SPEEDBIRD","United Kingdom","Y"
1356,"Best Aero Handling Ltd","","","BAX","","Russia","N"
1357,"Bayon Airlines","","","BAY","BAYON","Cambodia","N"
1358,"Bannert Air","","","BBA","BANAIR","Austria","N"
1359,"Biman Bangladesh Airlines","","BG","BBC","BANGLADESH","Bangladesh","Y"
1360,"Bluebird Cargo","","BF","BBD","BLUE CARGO","Iceland","N"
1361,"Beibars CJSC","","","BBS","BEIBARS","Kazakhstan","N"
1362,"Bravo Airlines","","","BBV","BRAVO EUROPE","Spain","N"
1363,"Blue Bird Aviation","","","BBZ","COBRA","Kenya","N"
1364,"BACH Flugbetriebsges","","B4","BCF","BACH","Austria","N"
1365,"Blue Islands","","","BCI","BLUE ISLAND","United Kingdom","N"
1366,"British Caribbean Airways","","","BCL","","United Kingdom","N"
1367,"British Charter","","","BCR","BACKER","United Kingdom","N"
1368,"BCT Aviation","","","BCT","BOBCAT","United Kingdom","N"
1369,"Business Aviation Center","","","BCV","BUSINESS AVIATION","Ukraine","N"
1370,"Blue Dart Aviation","","BZ","BDA","BLUE DART","India","N"
1371,"B&H Airlines","","JA","BON","Air Bosna","Bosnia and Herzegovina","N"
1372,"Bissau Discovery Flying Club","","","BDF","BISSAU DISCOVERY","Guinea-Bissau","N"
1373,"Belgian Army","","","AYB","BELGIAN ARMY","Belgium","N"
1374,"Badr Airlines","","","BDR","BADR AIR","Sudan","N"
1375,"Best Aviation Ltd","","","BEA","BEST AIR","Bangladesh","N"
1376,"Belgorod Aviation Enterprise","","","BED","BELOGORYE","Russia","N"
1377,"Bar Harbor Airlines","","","AJC","BAR HARBOR","United States","N"
1378,"Balear Express","","","BEF","BALEAR EXPRESS","Spain","N"
1379,"Bel Air Helicopters","","","BEH","BLUECOPTER","Denmark","N"
1380,"Berkut Air","","","BEK","BERKUT","Kazakhstan","N"
1381,"BETA - Brazilian Express Transportes Aereos","","","BET","BETA CARGO","Brazil","N"
1382,"Basler Flight Service","","","BFC","BASLER","United States","N"
1383,"Bear Flight","","","BFG","BEARFLIGHT","Sweden","N"
1384,"Buffalo Airways","","J4","BFL","BUFFALO","Canada","N"
1385,"Bombardier","","","BFO","BOMBARDIER","Canada","N"
1386,"Burkina Airlines","","","BFR","BURKLINES","Burkina Faso","N"
1387,"Business Flight Sweden","","","BFS","BUSINESS FLIGHT","Sweden","N"
1388,"Bahrain Defence Force","","","BFW","SUMMAN","Bahrain","N"
1389,"BH Air","","","BGH","BALKAN HOLIDAYS","Bulgaria","N"
1390,"British Gulf International","","","BGI","BRITISH GULF","S","N"
1391,"British Gulf International-Fez","","","BGK","GULF INTER","Kyrgyzstan","N"
1392,"Benin Golf Air","","A8","BGL","BENIN GOLF","Benin","N"
1393,"Bugulma Air Enterprise","","","BGM","BUGAVIA","Russia","N"
1394,"Budget Air Bangladesh","","","BGR","BUDGET AIR","Bangladesh","N"
1395,"Bergen Air Transport","","","BGT","BERGEN AIR","Norway","N"
1396,"Buddha Air","","","BHA","BUDDHA AIR","Nepal","N"
1397,"Balkh Airlines","","","BHI","SHARIF","Afghanistan","N"
1398,"Bristow Helicopters","","","BHL","BRISTOW","United Kingdom","N"
1399,"Bristow Helicopters Nigeria","","","BHN","BRISTOW HELICOPTERS","Nigeria","N"
1400,"Bhoja Airlines","","","BHO","BHOJA","Pakistan","N"
1401,"Belair Airlines","","4T","BHP","BELAIR","Switzerland","Y"
1402,"Bighorn Airways","","","BHR","BIGHORN AIR","United States","N"
1403,"Bahamasair","","UP","BHS","BAHAMAS","Bahamas","Y"
1404,"Bright Air","","","BHT","BRIGHTAIR","Netherlands","N"
1405,"Bringer Air Cargo Taxi Aereo","","E6","","","Brazil","N"
1406,"Balkan Bulgarian Airlines","","LZ","","","","Y"
1407,"BA Connect","","TH","","","United Kingdom","N"
1408,"Bosphorus European Airways","","","BHY","BOSPHORUS","Turkey","N"
1409,"Binair","","","BID","BINAIR","Germany","N"
1410,"Big Island Air","","","BIG","BIG ISLE","United States","N"
1411,"British International Helicopters","","BS","BIH","BRINTEL","United Kingdom","Y"
1412,"Billund Air Center","","","BIL","BILAIR","Denmark","N"
1413,"Boise Interagency Fire Center","","","BIN","BISON-AIR","United States","N"
1414,"Bird Leasing","","","BIR","BIRD AIR","United States","N"
1415,"Bizjet Ltd","","","BIZ","BIZZ","United Kingdom","N"
1416,"Baja Air","","","BJA","BAJA AIR","Mexico","N"
1417,"Baltic Jet Aircompany","","","BJC","BALTIC JET","Latvia","N"
1418,"Business Jet Solutions","","","BJS","SOLUTION","United States","N"
1419,"Bankair","","B4","BKA","BANKAIR","United States","N"
1420,"BF-Lento OY","","","BKF","BAKERFLIGHT","Finland","Y"
1421,"Barken International","","","BKJ","BARKEN JET","United States","N"
1422,"Bangkok Airways","","PG","BKP","BANGKOK AIR","Thailand","Y"
1423,"Bukovyna","","","BKV","BUKOVYNA","Ukraine","N"
1424,"Blue Bird Aviation","","","BLB","BLUEBIRD SUDAN","Sudan","N"
1425,"Bellesavia","","","BLC","BELLESAVIA","Belarus","N"
1426,"Blue Line","","","BLE","BLUE BERRY","France","N"
1427,"Blue1","","KF","BLF","BLUEFIN","Finland","Y"
1428,"Belgavia","","","BLG","BELGAVIA","Belgium","N"
1429,"Blue Horizon Travel Club","","","BLH","BLUE HORIZON","United States","N"
1430,"Blue Jet","","","BLJ","BLUEWAY","Spain","N"
1431,"Baltic Airlines","","","BLL","BALTIC AIRLINES","Russia","Y"
1432,"Blue Airways","","","BLM","BLUE ARMENIA","Armenia","N"
1433,"Bali International Air Service","","","BLN","BIAR","Indonesia","N"
1434,"Bearskin Lake Air Service","","JV","BLS","BEARSKIN","Canada","Y"
1435,"Baltic Aviation","","","BLT","BALTAIR","United States","N"
1436,"Bellview Airlines","","B3","BLV","BELLVIEW AIRLINES","Nigeria","Y"
1437,"bmi","bmi British Midland","BD","BMA","MIDLAND","United Kingdom","Y"
1438,"British Medical Charter","","","BMD","BRITISH MEDICAL","United Kingdom","N"
1439,"Briggs Marine Environmental Services","","","BME","BRIGGS","United Kingdom","N"
1440,"Bristow Masayu Helicopters","","","BMH","MASAYU","Indonesia","N"
1441,"bmibaby","","WW","BMI","BABY","United Kingdom","Y"
1442,"Bemidji Airlines","","CH","BMJ","BEMIDJI","United States","Y"
1443,"Bismillah Airlines","","5Z","BML","BISMILLAH","Bangladesh","N"
1444,"Bowman Aviation","","","BMN","BOWMAN","United States","N"
1445,"British Midland Regional","","","BMR","","United Kingdom","Y"
1446,"BMW","","","BMW","BMW-FLIGHT","Germany","N"
1447,"Banco de Mexico","","","BMX","BANXICO","Mexico","N"
1448,"Bond Offshore Helicopters","","","BND","BOND","United Kingdom","N"
1449,"Benina Air","","","BNE","BENINA AIR","Libya","N"
1450,"BN Group Limited","","","BNG","VECTIS","United Kingdom","N"
1451,"Blue Nile Ethiopia Trading","","","BNL","NILE TRADING","Ethiopia","N"
1452,"Bonair Aviation","","","BNR","BONAIR","Canada","N"
1453,"Bancstar - Valley National Corporation","","","BNS","BANCSTAR","United States","N"
1454,"Bentiu Air Transport","","","BNT","BENTIU AIR","Sudan","N"
1455,"Benane Aviation Corporation","","","BNV","BENANE","Mauritania","N"
1456,"British North West Airlines","","","BNW","BRITISH NORTH","United Kingdom","N"
1457,"Boniair","","","BOA","KUMANOVO","North Macedonia","N"
1458,"Bond Air Services","","","BOD","UGABOND","Uganda","N"
1459,"Boeing","","","BOE","BOEING","United States","N"
1460,"Bordaire","","","BOF","BORDAIR","Canada","N"
1461,"Bookajet Limited","","","BOO","BOOKAJET","United Kingdom","N"
1462,"Bouraq Indonesia Airlines","","BO","BOU","BOURAQ","Indonesia","N"
1463,"Blue Panorama Airlines","","BV","BPA","BLUE PANOROMA","Italy","Y"
1464,"Berkhut ZK","","","BPK","VENERA","Kazakhstan","N"
1465,"Bundepolizei-Fliegertruppe","","","BPO","PIROL","Germany","N"
1466,"Budapest Aircraft Services/Manx2","","","BPS","BASE","Hungary","Y"
1467,"Bonus Aviation","","","BPT","BONUS","United Kingdom","N"
1468,"British Petroleum Exploration","","","BPX","","Colombia","N"
1469,"BRA-Transportes Aereos","","7R","BRB","BRA-TRANSPAEREOS","Brazil","N"
1470,"Brock Air Services","","","BRD","BROCK AIR","Canada","N"
1471,"Breeze Ltd","","","BRE","AVIABREEZE","Ukraine","N"
1472,"Bering Air","","8E","BRG","BERING AIR","United States","Y"
1473,"Briansk State Air Enterprise","","","BRK","BRIANSK-AVIA","Russia","N"
1474,"Branson Airlines","","","BRN","BRANSON","United States","N"
1475,"BASE Regional Airlines","","","BRO","COASTRIDER","Netherlands","N"
1476,"Brazilian Air Force","","","BRS","BRAZILIAN AIR FORCE","Brazil","Y"
1477,"British Regional Airlines","","","BRT","BRITISH","United Kingdom","N"
1478,"Belavia Belarusian Airlines","","B2","BRU","BELARUS AVIA","Belarus","Y"
1479,"Bravo Air Congo","","K6","BRV","BRAVO","Democratic Republic of the Congo","N"
1480,"Bright Aviation Services","","","BRW","BRIGHT SERVICES","Bulgaria","N"
1481,"Braniff International Airways","","BN","BNF","Braniff","United States","N"
1482,"Buffalo Express Airlines","","","BRX","BUFF EXPRESS","United States","N"
1483,"Burundayavia","","","BRY","BURAIR","Kazakhstan","N"
1484,"Bistair - Fez","","","BSC","BIG SHOT","Kyrgyzstan","N"
1485,"Blue Star Airlines","","","BSD","AIRLINES STAR","Mexico","N"
1486,"Brasair Transportes Aereos","","","BSI","BRASAIR","Brazil","N"
1487,"Blue Swann Aviation","","","BSJ","BLUE SWANN","United Kingdom","N"
1488,"Blue Sky Aviation","","","BSM","","Lebanon","N"
1489,"Bissau Aero Transporte","","","BSS","BISSAU AIRSYSTEM","Guinea-Bissau","N"
1490,"Best Air","","","BST","TUNCA","Turkey","N"
1491,"Blue Sky Airways","","","BSW","SKY BLUE","Czech Republic","N"
1492,"Big Sky Airlines","","GQ","BSY","BIG SKY","United States","N"
1493,"BAL Bashkirian Airlines","","V9","BTC","BASHKIRIAN","Russia","N"
1494,"Baltijas Helicopters","","","BTH","BALTIJAS HELICOPTERS","Latvia","N"
1495,"Baltyka","","","BTK","BALTYKA","Ukraine","N"
1496,"Baltia Air Lines","","","BTL","BALTIA FLIGHT","United States","N"
1497,"Botir-Avia","","","BTR","BOTIR-AVIA","Kyrgyzstan","N"
1498,"Business Express","","","GAA","BIZEX","United States","N"
1499,"BT-Slavuta","","","BTT","BEETEE-SLAVUTA","Ukraine","N"
1500,"Metro Batavia","","7P","BTV","BATAVIA","Indonesia","Y"
1501,"Bulgarian Air Charter","","","BUC","BULGARIAN CHARTER","Bulgaria","N"
1502,"Blue Airlines","","","BUL","BLUE AIRLINES","Democratic Republic of the Congo","N"
1503,"Buryat Airlines Aircompany","","","BUN","BURAL","Russia","N"
1504,"Buzz Stansted","","","BUZ","BUZZ","United Kingdom","N"
1505,"Buffalo Airways","","","BVA","BUFFALO AIR","United States","N"
1506,"Bulgarian Aeronautical Centre","","","BVC","BULGARIAN WINGS","Bulgaria","N"
1507,"Baron Aviation Services","","","BVN","SHOW-ME","United States","N"
1508,"Berjaya Air","","J8","BVT","BERJAYA","Malaysia","Y"
1509,"Bellview Airlines","","","BVU","","Nigeria","N"
1510,"Blue Wings","","QW","BWG","BLUE WINGS","Germany","Y"
1511,"Blue Wing Airlines","","","BWI","BLUE TAIL","Suriname","N"
1512,"BWA (2002) Ltd","","","BWL","BRITWORLD","United Kingdom","N"
1513,"Bahrain Executive Air Services","","","BXA","BEXAIR","Bahrain","N"
1514,"Bar XH Air","","","BXH","PALLISER","Canada","N"
1515,"Brussels International Airlines","","","BXI","XENIA","Belgium","N"
1516,"BAX Global","","8W","","","","N"
1517,"Redding Aero Enterprises","","","BXR","BOXER","United States","N"
1518,"Berry Aviation","","","BYA","BERRY","United States","N"
1519,"Bylina Joint-Stock Company","","","BYL","BYLINA","Russia","N"
1520,"Berytos Airlines","","","BYR","","Lebanon","N"
1521,"Bayu Indonesia Air","","BM","BYE","BAYU","Indonesia","N"
1522,"Bizair Fluggesellschaft","","","BZA","BERLIN BEAR","Germany","N"
1523,"Brit Air","","DB","BZH","BRITAIR","France","Y"
1524,"Butane Buzzard Aviation Corporation","","","BZZ","BUZZARD","United Kingdom","N"
1525,"Business Flight Salzburg","","","AUJ","AUSTROJET","Austria","N"
1526,"BKS Air (Rivaflecha)","","","CKM","COSMOS","Spain","N"
1527,"Bristol Flying Centre","","","CLF","CLIFTON","United Kingdom","N"
1528,"Barnes Olsen Aeroleasing","","","CLN","SEELINE","United Kingdom","N"
1529,"Baltimore Air Transport","","","CPJ","CORPJET","United States","N"
1530,"Boston-Maine Airways","","E9","CXS","CLIPPER CONNECTION","United States","N"
1531,"Brussels Airlines","SN Brussels Airlines","SN","DAT","BEE-LINE","Belgium","Y"
1532,"Baltimore Airways","","","EAH","EASTERN","United States","N"
1533,"Bond Aviation","","","EBA","BOND AVIATION","Italy","N"
1534,"Brazilian Army Aviation","","","EXB","BRAZILIAN ARMY","Brazil","N"
1535,"Business Express Delivery","","","EXP","EXPRESS AIR","Canada","N"
1536,"Bel Limited","","","FOS","","Russia","N"
1537,"Bangkok Aviation Center","","","HAW","THAI HAWK","Thailand","N"
1538,"Benair","","","HAX","SCOOP","Norway","N"
1539,"Binter Canarias","","NT","IBB","","Spain","Y"
1540,"Bonyad Airlines","","","IRJ","BONYAD AIR","Iran","N"
1541,"Burundaiavia","","","IVR","RERUN","Kazakhstan","N"
1542,"Blue Air","","0B","JOR","BLUE TRANSPORT","Romania","Y"
1543,"British Mediterranean Airways","","KJ","LAJ","BEE MED","United Kingdom","Y"
1544,"Belle Air","","","LBY","ALBAN-BELLE","Albania","N"
1545,"Blom Geomatics","","","LED","SWEEPER","Norway","N"
1546,"Benin Littoral Airways","","","LTL","LITTORAL","Benin","N"
1547,"Bombardier Business Jet Solutions","","","LXJ","FLEXJET","United States","N"
1548,"Bulgaria Air","","FB","LZB","FLYING BULGARIA","Bulgaria","Y"
1549,"Brazilian Navy Aviation","","","MBR","BRAZILIAN NAVY","Brazil","N"
1550,"Barents AirLink","","8N","NKF","NORDFLIGHT","Sweden","Y"
1551,"Belgian Navy","","","NYB","BELGIAN NAVY","Belgium","N"
1552,"Bakoji Airlines Services","","","OGJ","BAKO AIR","Nigeria","N"
1553,"Benders Air","","","PEB","PALEMA","Sweden","N"
1554,"Balmoral Central Contracts","","","PNT","PORTNET","South Africa","N"
1555,"BGB Air","","","POI","BOJBAN","Kazakhstan","N"
1556,"Butte Aviation","","","PPS","PIPESTONE","United States","N"
1557,"Bond Air Services","","","RHD","RED HEAD","United Kingdom","N"
1558,"Business Airfreight","","","RLR","RATTLER","United States","N"
1559,"BAC Express Airlines","","","RPX","RAPEX","United Kingdom","N"
1560,"Boscombe Down DERA (Formation)","","","RRS","BLACKBOX","United Kingdom","N"
1561,"Business Jet Sweden","","","SCJ","SCANJET","Sweden","N"
1562,"British Airways Shuttle","","","SHT","SHUTTLE","United Kingdom","N"
1563,"British Sky Broadcasting","","","SKH","SKYNEWS","United Kingdom","N"
1564,"Bell Helicopter Textron","","","TXB","TEXTRON","Canada","N"
1565,"Buzzaway Limited","","","UKA","UKAY","United Kingdom","N"
1566,"Biz Jet Charter","","","VLX","AVOLAR","United States","N"
1567,"Blue Chip Jet","","","VOL","BLUE SPEED","Sweden","N"
1568,"BAE Systems","","","WFD","AVRO","United Kingdom","N"
1569,"BAE Systems","","","WTN","TARNISH","United Kingdom","N"
1570,"Baseops International","","","XBO","","United States","N"
1571,"Bureau Veritas","","","XDA","","France","N"
1572,"British Airways","","","XMS","SANTA","United Kingdom","N"
1573,"Boskovic Air Charters Limited","","","ZBA","BOSKY","Kenya","N"
1574,"C Air Jet Airlines","","","SRJ","SYRJET","Syria","N"
1575,"C N Air","","","ORO","CAPRI","Spain","N"
1576,"C and M Aviation","","","TIP","TRANSPAC","United States","N"
1577,"C&M Airways","","","RWG","RED WING","United States","N"
1578,"C.S.P.","","","RMU","","Mauritius","N"
1579,"CABI","","","CBI","CABI","Ukraine","N"
1580,"CAI","","","CPI","AIRCAI","Italy","N"
1581,"CAL Cargo Air Lines","","5C","ICL","CAL","Israel","Y"
1582,"CAM Air Management","","","CMR","CAMEO","United Kingdom","N"
1583,"CATA L","","","CTZ","CATA","Argentina","N"
1584,"CCF Manager Airline","","","CCF","TOMCAT","Germany","N"
1585,"CEDTA (Compania Ecuatoriana De Transportes Aereos)","","","CED","CEDTA","Ecuador","N"
1586,"CHC Denmark","","","HBI","HELIBIRD","Denmark","N"
1587,"CHC Helicopters","","","HEM","HEMS","Australia","N"
1588,"CHC Airways","","AW","SCH","","Netherlands","N"
1589,"CHC Helikopter Service","","","HKS","HELIBUS","Norway","N"
1590,"CI-Tours","","","VCI","CI-TOURS","Ivory Coast","N"
1591,"CKC Services","","","CKC","","United States","N"
1592,"CM Stair","","","CMZ","CEE-EM STAIRS","Mauritania","N"
1593,"CNET","","","CNT","KNET","France","N"
1594,"COAPA AIR","","","OAP","COAPA","Mexico","N"
1595,"COMAV","","","PDR","SPEEDSTER","Namibia","N"
1596,"CRI Helicopters Mexico","","","CRH","HELI-MEX","Mexico","N"
1597,"CSA Air","","","IRO","IRON AIR","United States","N"
